Nap,Tmax
      [°C],Tmin
    [°C],Szél
	[m/s],Csapadék
	[mm]
2021.01.01péntek,4.4,2.2,2.5,0

2021.01.02szombat,5.9,3.2,3.8,0

2021.01.03vasárnap,5.6,3.6,4.6,0.9

2021.01.04hétfő,6.2,4.4,2.8,0.2

2021.01.05kedd,7.5,3.9,4.2,0

2021.01.06szerda,5.1,2.7,3.6,2.1

2021.01.07csütörtök,4.6,1.6,5.3,1.5

2021.01.08péntek,3.6,0.6,2.4,1

2021.01.09szombat,2.6,-0.2,2.8,0

2021.01.10vasárnap,1.8,-0.1,2.7,0

2021.01.11hétfő,2.4,-0.5,2.8,0

2021.01.12kedd,1.7,-1.6,2.6,0

2021.01.13szerda,1.9,-0.4,6.4,1.2

2021.01.14csütörtök,0.4,-1.4,7.4,1.7

2021.01.15péntek,0,-1.9,5.1,0

2021.01.16szombat,-0.8,-3.7,5.9,0

2021.01.17vasárnap,-1.5,-4.3,5.2,0

2021.01.18hétfő,-2.7,-5.9,2.6,0

2021.01.19kedd,2.5,-2.4,3.4,0

2021.01.20szerda,6.2,0.6,4.7,0.4

2021.01.21csütörtök,9.6,3,5.3,0

2021.01.22péntek,9.7,5.1,6.3,0.5

2021.01.23szombat,10.4,5.3,5.6,7

2021.01.24vasárnap,5.7,2.9,7.1,1.3

2021.01.25hétfő,3.2,0.8,7.8,2.1

2021.01.26kedd,3.1,0,6,0

2021.01.27szerda,3,0,6,0

2021.01.28csütörtök,2.3,-0.5,3.8,0

2021.01.29péntek,5.7,1.7,4,2.5

2021.01.30szombat,9.6,3.8,6.7,0

2021.01.31vasárnap,2.8,-0.3,5.1,0.9
